,iupac,smiles,expt,calc,xyz
343,chlorobenzene,c1ccc(cc1)Cl,-1.12,-0.475,"12

C         -1.37894       -0.07582       -0.00788
C         -0.74977        1.17107        0.02676
C          0.64337        1.24625       -0.01427
C          1.40003        0.07781       -0.02271
C          0.77575       -1.16976        0.02307
C         -0.61782       -1.24305       -0.00607
Cl         3.11592        0.16835       -0.11767
H         -2.46466       -0.13363       -0.03477
H         -1.34346        2.07895        0.07394
H          1.12978        2.21862       -0.04356
H          1.36535       -2.07947        0.06864
H         -1.10894       -2.21381       -0.02992
"
344,[2-benzhydryloxyethyl]-dimethyl-amine,CN(C)CCOC(c1ccccc1)c2ccccc2,-9.34,-7.873,"40

C          0.88433       -0.09027       -0.06485
N          2.34709       -0.10332       -0.07976
C          2.82569        1.14726        0.52648
C          2.84432       -1.31493        0.61653
C          4.35605       -1.53304        0.42169
O          4.89456       -2.27543        1.52260
C          6.34212       -2.24577        1.63340
C          6.85986       -0.88821        2.19599
C          6.11915        0.29475        2.15096
C          6.63250        1.55511        2.43954
C          7.81463        1.61653        3.16291
C          8.51144        0.45367        3.38569
C          8.15074       -0.72823        2.73235
C          6.75211       -3.54978        2.37810
C          7.69073       -3.60421        3.42467
C          8.22427       -4.79560        3.91523
C          7.65650       -5.99407        3.53800
C          6.60008       -5.98485        2.63029
C          6.20744       -4.79012        1.99895
H          0.51051        0.76751       -0.63506
H          0.48664       -0.02989        0.95466
H          0.48701       -0.98851       -0.54651
H          2.40756        2.01412        0.00235
H          3.90562        1.27197        0.42426
H          2.56100        1.22710        1.58774
H          2.34045       -2.20824        0.22018
H          2.58584       -1.27896        1.68487
H          4.82213       -0.56331        0.36699
H          4.60823       -1.97314       -0.54660
H          6.75474       -2.34806        0.61543
H          5.05979        0.30660        1.92613
H          6.07401        2.44429        2.19276
H          8.14772        2.56667        3.55967
H          9.36794        0.44833        4.06272
H          8.87567       -1.52676        2.72770
H          8.02620       -2.72257        3.94743
H          9.04332       -4.75950        4.62974
H          8.00573       -6.91835        3.98777
H          6.07621       -6.91227        2.41813
H          5.43345       -4.83887        1.23490
"
345,pentanal,CCCCC=O,-3.03,-2.927,"16

C          0.92746       -0.07950        0.01446
C          2.44578       -0.07266        0.02422
C          2.98049        0.74742        1.19511
C          4.50381        0.75347        1.20374
C          5.03765        1.56072        2.35630
O          6.23970        1.70582        2.56345
H          0.55493       -0.66955       -0.82798
H          0.53492        0.93801       -0.07941
H          0.53492       -0.51548        0.93862
H          2.81344        0.34256       -0.92151
H          2.81344       -1.10337        0.09121
H          2.60472        0.33552        2.14038
H          2.60472        1.77655        1.13108
H          4.88384        1.19251        0.27546
H          4.88384       -0.26896        1.29907
H          4.29369        2.02789        3.02330
"
346,diphenyl ether,c1ccc(cc1)Oc2ccccc2,-2.87,-2.81,"23

C         -1.46832        0.05393       -0.07858
C         -0.74357        1.24291       -0.03322
C          0.66639        1.22956       -0.06103
C          1.36113        0.01946        0.04348
C          0.57497       -1.09818        0.29205
C         -0.79154       -1.13998        0.04958
O          2.74627        0.04938       -0.03552
C          3.53734       -1.08221       -0.20876
C          4.91888       -0.88930       -0.38048
C          5.77018       -1.99514       -0.59298
C          5.29580       -3.29896       -0.48830
C          3.95425       -3.50133       -0.23741
C          3.10619       -2.40413       -0.24511
H         -2.55194        0.04399       -0.13343
H         -1.28493        2.18416        0.02576
H          1.20042        2.17387       -0.11318
H          0.96996       -1.97753        0.77639
H         -1.30718       -2.09462        0.05509
H          5.34694        0.10865       -0.39516
H          6.81937       -1.84397       -0.84315
H          5.93307       -4.16205       -0.64177
H          3.53295       -4.49135       -0.10824
H          2.07863       -2.70038       -0.35547
"
347,cyclohexanone,C1CCC(=O)CC1,-4.91,-4.18,"17

C          0.71523        1.25002       -0.23515
C         -0.73605        1.24651        0.25052
C         -1.46728        0.00125       -0.23141
C         -0.70169       -1.21495        0.22972
O         -1.22250       -2.11002        0.89241
C          0.73536       -1.27548       -0.23085
C          1.45341       -0.01039        0.22556
H          1.22920        2.14104        0.14164
H          0.73371        1.30518       -1.33070
H         -1.25348        2.14187       -0.10936
H         -0.74838        1.27953        1.34762
H         -1.51369       -0.02524       -1.32599
H         -2.48869       -0.02936        0.15756
H          0.73454       -1.35134       -1.32405
H          1.21860       -2.17009        0.17283
H          2.47722       -0.00391       -0.16330
H          1.52087       -0.00381        1.32096
"
348,1-nitrobutane,CCCC[N+](=O)[O-],-3.09,-1.449,"16

C          1.07543       -0.05668       -0.00074
C          2.59443       -0.05213       -0.00971
C          3.12161        0.59630       -1.28654
C          4.64257        0.60641       -1.30645
N          5.17185        1.24439       -2.56272
O          4.36866        1.67026       -3.40133
O          6.40464        1.29604       -2.66445
H          0.70068       -0.52187        0.91528
H          0.68367       -0.61718       -0.85574
H          0.68367        0.96435       -0.05258
H          2.96275       -1.08175        0.06725
H          2.96276        0.49317        0.86705
H          2.73681        1.62181       -1.35701
H          2.73681        0.04819       -2.15616
H          5.05059       -0.40942       -1.28316
H          5.05059        1.18689       -0.47250
"
349,pyridine-4-carbaldehyde,c1cnccc1C=O,-7.0,-7.338,"13

C         -0.76856        1.17175        0.03816
C          0.61169        1.18402        0.02214
N          1.36757        0.06480        0.04641
C          0.71766       -1.11909        0.05853
C         -0.65706       -1.24047       -0.03367
C         -1.40244       -0.06480       -0.04567
C         -2.86856       -0.12964       -0.18126
O         -3.56193        0.88412       -0.18990
H         -1.33270        2.09653        0.09436
H          1.16342        2.11912       -0.01782
H          1.35626       -1.99335        0.15178
H         -1.11749       -2.21995       -0.08308
H         -3.31642       -1.12949       -0.29563
"
350,1-chloro-2-(2-chloroethoxy)ethane,C(CCl)OCCCl,-4.23,-2.248,"15

C          0.90032       -0.06728       -0.02192
C          0.41387       -0.15723        1.41699
Cl        -1.36240       -0.16111        1.47906
O          2.33282       -0.06614       -0.04020
C          2.82758        0.01775       -1.38205
C          4.34900        0.01638       -1.36016
Cl         4.99972        0.11957       -3.01089
H          0.53543        0.85567       -0.48695
H          0.53543       -0.92512       -0.59827
H          0.77870        0.68990        2.00591
H          0.77870       -1.07110        1.89583
H          2.45734        0.94045       -1.84330
H          2.45734       -0.84034       -1.95462
H          4.73172       -0.89671       -0.89395
H          4.73172        0.86429       -0.78387
"
351,1-nitroethane,CC[N+](=O)[O-],-3.71,-1.839,"10

C          0.93537       -0.07069        0.00563
C          2.45025       -0.07840        0.02459
N          2.98518       -0.60840        1.32738
O          2.18477       -0.96381        2.20100
O          4.21830       -0.65000        1.42963
H          0.56955        0.31798       -0.94974
H          0.53088        0.56230        0.80292
H          0.53088       -1.08050        0.13460
H          2.85318        0.93310       -0.08641
H          2.85318       -0.72514       -0.76101
"
352,3-chloropyridine,c1cc(cnc1)Cl,-4.01,-2.767,"11

C         -0.74061        1.16693        0.03180
C          0.64907        1.25336       -0.02661
C          1.40217        0.08693       -0.03210
C          0.73595       -1.12820        0.04537
N         -0.61532       -1.24476        0.05184
C         -1.32139       -0.09442        0.02773
Cl         3.11370        0.14950       -0.13919
H         -1.35595        2.05757        0.07157
H          1.13186        2.22628       -0.06814
H          1.27792       -2.06550        0.11110
H         -2.40134       -0.21210        0.00209
"
353,bromomethane,CBr,-0.82,0.46,"5

C          0.96347       -0.09402       -0.01489
Br         2.89839       -0.09402       -0.01489
H          0.62497        0.90735        0.25508
H          0.62496       -0.82850        0.71733
H          0.62496       -0.36089       -1.01708
"
354,methanol,CO,-5.1,-3.491,"6

C          0.95659       -0.07656       -0.04057
O          2.37225       -0.06537       -0.04971
H          0.59647        0.09321        0.97709
H          0.59647       -1.03986       -0.41001
H          0.59076        0.72072       -0.69183
H          2.66757       -0.78283        0.53636
"
355,heptanal,CCCCCCC=O,-2.67,-2.704,"22

C          0.92453       -0.05118       -0.07949
C          2.44170       -0.04431       -0.07255
C          2.96794        0.96250        0.94383
C          4.49108        0.97336        0.95480
C          5.01639        1.98053        1.97155
C          6.53841        1.98677        1.97784
C          7.07091        2.97637        2.97685
O          8.27324        3.15427        3.15644
H          0.55099       -0.77435       -0.80953
H          0.53407        0.93717       -0.34229
H          0.53407       -0.32332        0.90633
H          2.81152        0.20676       -1.07361
H          2.81152       -1.04770        0.16904
H          2.59316        0.71036        1.94350
H          2.59316        1.96450        0.70116
H          4.86591        1.22594       -0.04468
H          4.86591       -0.02846        1.19790
H          4.63855        1.73254        2.97159
H          4.63855        2.98288        1.73303
H          6.91715        2.26192        0.98798
H          6.91715        0.99435        2.24361
H          6.32645        3.54902        3.55494
"
356,"1,3-dichloro-2-(2,6-dichlorophenyl)benzene",c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl,-2.28,-1.226,"22

C         -1.30927       -0.87366       -0.03228
C         -0.07536       -1.46221        0.09601
C          1.07281       -0.65406        0.25813
C          1.10196        0.73777       -0.08248
C         -0.21341        1.27536       -0.17532
C         -1.37518        0.49385        0.02334
Cl        -0.71377        2.82676       -0.74593
C          2.44610        1.47689       -0.33592
C          2.69637        2.87594       -0.24403
C          3.97972        3.43764       -0.43672
C          5.09894        2.64951       -0.37828
C          4.93495        1.29209       -0.50870
C          3.63778        0.75579       -0.67332
Cl         3.65870       -0.75138       -1.55951
Cl         1.65063        4.13125        0.31546
Cl         2.33410       -1.47730        1.14605
H         -2.21956       -1.46105       -0.13430
H         -0.01127       -2.54543        0.15334
H         -2.34945        0.97423        0.10488
H          4.09670        4.51787       -0.51740
H          6.08226        3.10307       -0.27330
H          5.81542        0.65799       -0.56504
"
357,2-nitroaniline,c1ccc(c(c1)N)[N+](=O)[O-],-7.37,-7.66,"16

C         -0.60349       -1.21569       -0.01900
C         -1.37164       -0.05640       -0.02018
C         -0.74265        1.18616        0.02804
C          0.66308        1.26664       -0.04064
C          1.45596        0.09938       -0.07289
C          0.79242       -1.13355        0.02875
N          2.85668        0.10178        0.02686
N          1.26624        2.60628       -0.16302
O          2.49680        2.69045       -0.32971
O          0.50903        3.58520       -0.14106
H         -1.08948       -2.18890       -0.03864
H         -2.45724       -0.11985       -0.04921
H         -1.35708        2.08098        0.10717
H          1.36373       -2.05386        0.13250
H          3.29051        0.96329       -0.32209
H          3.33782       -0.73221       -0.29236
"
358,1-methylpiperidine,CN1CCCCC1,-3.88,-3.467,"20

C          1.00076        0.12907        0.11089
N          2.45876        0.10158       -0.00823
C          2.95215       -1.24064       -0.35334
C          2.58185       -1.67371       -1.77412
C          3.06703       -0.64703       -2.79440
C          2.58931        0.75649       -2.42843
C          2.94600        1.09479       -0.97782
H          0.66318       -0.59256        0.86210
H          0.48169       -0.10135       -0.82548
H          0.66259        1.11660        0.44208
H          2.58418       -1.97652        0.37289
H          4.04491       -1.24958       -0.25003
H          1.49697       -1.79913       -1.86232
H          3.02477       -2.65251       -1.99106
H          2.71359       -0.91585       -3.79591
H          4.16252       -0.65850       -2.82325
H          1.50655        0.82870       -2.57886
H          3.04491        1.49085       -3.10264
H          2.56511        2.09168       -0.72025
H          4.03724        1.16671       -0.88625
"
359,octanal,CCCCCCCC=O,-2.29,-2.57,"25

C          1.05137        0.03282        0.08019
C          2.56812        0.02768        0.07380
C          3.09424       -0.86752       -1.04074
C          4.61676       -0.87535       -1.05049
C          5.13596       -1.77175       -2.16651
C          6.65913       -1.78360       -2.18127
C          7.17302       -2.68049       -3.29790
C          8.67597       -2.70129       -3.32379
O          9.31509       -3.35844       -4.14195
H          0.67740        0.67612        0.88111
H          0.66159       -0.97781        0.23856
H          0.66159        0.40545       -0.87248
H          2.93817       -0.32627        1.04312
H          2.93818        1.05054       -0.06274
H          2.72029       -0.51372       -2.00954
H          2.72028       -1.88983       -0.90424
H          4.99229       -1.23130       -0.08339
H          4.99229        0.14576       -1.18945
H          4.75770       -1.41574       -3.13279
H          4.75770       -2.79207       -2.02731
H          7.03813       -2.13483       -1.21316
H          7.03813       -0.76253       -2.31541
H          6.81829       -2.31472       -4.26710
H          6.81828       -3.70577       -3.14979
H          9.19485       -2.09187       -2.56507
"
360,nitrobenzene,c1ccc(cc1)[N+](=O)[O-],-4.12,-3.46,"14

C         -1.37224       -0.07555       -0.01425
C         -0.74341        1.16921        0.04062
C          0.64846        1.25094       -0.02087
C          1.40587        0.07198       -0.03536
C          0.77898       -1.17814        0.03712
C         -0.61390       -1.24739       -0.01036
N          2.86464        0.14845       -0.17933
O          3.37466        1.26733       -0.31473
O          3.50010       -0.91885       -0.18058
H         -2.45797       -0.13292       -0.05567
H         -1.33936        2.07619        0.11272
H          1.12195        2.22913       -0.06420
H          1.35579       -2.09774        0.11009
H         -1.10980       -2.21475       -0.04797
"
361,"(2S,5R)-2-isopropyl-5-methylcyclohexanone",C[C@@H]1CC[C@H](C(=O)C1)C(C)C,-2.53,-3.523,"29

C          3.08844        0.39849        1.37671
C          2.60475        0.05479       -0.01996
H          1.50569        0.04409       -0.02745
C          3.10065       -1.34255       -0.39205
C          2.63727       -1.72188       -1.78435
C          3.13466       -0.72496       -2.83865
H          4.23337       -0.68638       -2.82289
C          2.64018        0.65830       -2.40514
O          1.94180        1.39693       -3.09979
C          3.08981        1.09117       -1.03238
C          2.66914       -1.15054       -4.24208
C          3.15619       -2.56911       -4.57435
C          3.19869       -0.19519       -5.31254
H          4.18283        0.40293        1.41486
H          2.72561       -0.34254        2.09602
H          2.72492        1.38340        1.67992
H          2.72386       -2.08675        0.31831
H          4.19694       -1.38372       -0.35448
H          1.54050       -1.76640       -1.81047
H          3.01419       -2.72878       -1.97554
H          2.67653        2.08122       -0.81183
H          4.18266        1.17487       -1.04128
H          1.57169       -1.14153       -4.27215
H          4.24998       -2.62311       -4.52531
H          2.83673       -2.86857       -5.57545
H          2.75364       -3.32018       -3.88876
H          4.29319       -0.17445       -5.30565
H          2.84898        0.82880       -5.16646
H          2.85951       -0.50708       -6.30412
"
362,"(2R,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol",C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,-25.47,-18.095,"24

C          1.14654       -1.14249        2.33454
C          0.45835       -1.16305        0.96102
H          0.98321       -0.44902        0.31147
C         -1.03290       -0.78176        1.03200
H         -1.58026       -1.45226        1.70888
C         -1.63974       -0.89398       -0.37589
H         -1.18716       -0.14597       -1.03895
C         -1.41408       -2.29769       -0.94750
H         -1.97292       -3.03673       -0.35866
C          0.09440       -2.59911       -0.90222
H          0.64058       -1.91869       -1.56627
O          0.58927       -2.48909        0.42636
O          0.33095       -3.91006       -1.39859
O         -1.87138       -2.42868       -2.30364
O         -3.03302       -0.57127       -0.32896
O         -1.24097        0.56111        1.48611
O          1.52962        0.16791        2.73639
H          0.51632       -1.59289        3.10968
H          2.06406       -1.73901        2.29171
H         -0.28308       -4.01612       -2.15077
H         -1.70031       -1.58887       -2.76366
H         -3.08404        0.28842        0.13432
H         -1.15481        0.56508        2.44852
H          0.75739        0.64653        3.07351
"
363,fluoromethane,CF,-0.22,0.881,"5

C          1.00941       -0.06544       -0.07339
F          2.36609       -0.06545       -0.07339
H          0.65847        0.42793        0.83522
H          0.65847       -1.09901       -0.10042
H          0.65847        0.47475       -0.95497
"
364,methylsulfinylmethane,CS(=O)C,-9.28,-8.243,"10

C          1.15897        0.00198        0.01011
S          2.95804       -0.04742        0.18507
O          3.37776       -1.48678        0.09432
C          3.39016        0.74050       -1.38406
H          0.72655       -0.47488        0.89497
H          0.83932       -0.54748       -0.87845
H          0.81058        1.03632       -0.03689
H          3.01064        1.76454       -1.41161
H          2.99890        0.16734       -2.22788
H          4.48195        0.76815       -1.45161
"
365,dibenzo-p-dioxin,c1ccc2c(c1)Oc3ccccc3O2,-3.15,-4.9,"22

C          3.56938        0.73497        0.00070
C          3.58732       -0.66161        0.00026
C          2.38640       -1.38314       -0.00136
C          1.16587       -0.70503       -0.00107
C          1.15842        0.68992       -0.00031
C          2.35185        1.41008        0.00015
O          0.00051        1.41936       -0.00003
C         -1.15777        0.69049       -0.00009
C         -2.35088        1.41118        0.00018
C         -3.56872        0.73660        0.00011
C         -3.58722       -0.65998       -0.00000
C         -2.38664       -1.38201       -0.00024
C         -1.16580       -0.70446       -0.00047
O         -0.00015       -1.43811       -0.00128
H          4.49980        1.29722        0.00138
H          4.54088       -1.18450        0.00119
H          2.41351       -2.46966       -0.00280
H          2.32650        2.49642        0.00023
H         -2.32507        2.49753        0.00035
H         -4.49892        1.29920        0.00015
H         -4.54097       -1.18252        0.00003
H         -2.41420       -2.46852       -0.00029
"
366,2-methylaniline,Cc1ccccc1N,-5.53,-5.325,"17

C          1.02999       -0.01936       -0.03383
C          2.53297       -0.04419       -0.07482
C          3.23493        1.17442       -0.08716
C          4.61819        1.19254       -0.26248
C          5.31825       -0.00361       -0.33450
C          4.63798       -1.21921       -0.22024
C          3.23785       -1.25634       -0.16593
N          2.59492       -2.49181        0.01609
H          0.64169        1.00209        0.02782
H          0.65321       -0.57805        0.82748
H          0.63676       -0.46124       -0.95661
H          2.70576        2.11585        0.03114
H          5.14443        2.14138       -0.33356
H          6.39799        0.00347       -0.46174
H          5.21058       -2.14047       -0.19310
H          3.10824       -3.28523       -0.34996
H          1.62248       -2.49836       -0.27482
"
367,1-bromobutane,CCCCBr,-0.4,0.705,"14

C          1.04985        0.02964       -0.07701
C          2.56986        0.01733       -0.06775
C          3.11255       -1.12409        0.79124
C          4.63146       -1.12665        0.79317
Br         5.28721       -2.59091        1.89511
H          0.68096        0.85306       -0.69669
H          0.65320        0.16097        0.93464
H          0.65320       -0.90611       -0.48329
H          2.93572        0.97750        0.31416
H          2.93572       -0.08382       -1.09612
H          2.73561       -2.08145        0.41001
H          2.73560       -1.02281        1.81672
H          5.04141       -0.20667        1.21863
H          5.04141       -1.28078       -0.20865
"
368,nonan-1-ol,CCCCCCCCCO,-3.88,-2.564,"30

C          0.89177       -0.00345       -0.08073
C          2.40937       -0.01102       -0.07318
C          2.93911       -1.02301        0.93595
C          4.46244       -1.03259        0.94555
C          4.98335       -2.04613        1.95633
C          6.50650       -2.05638        1.96672
C          7.02607       -3.07031        2.97783
C          8.54839       -3.08776        2.99401
C          9.06763       -4.10083        4.00144
O         10.48802       -4.09273        4.00088
H          0.51964        0.72466       -0.80678
H          0.49967        0.26350        0.90587
H          0.49968       -0.98929       -0.35048
H          2.77873        0.99104        0.17426
H          2.77874       -0.25562       -1.07594
H          2.56610       -2.02449        0.68833
H          2.56607       -0.77825        1.93812
H          4.83911       -0.03334        1.19596
H          4.83914       -1.28023       -0.05438
H          4.60724       -3.04602        1.70688
H          4.60712       -1.79958        2.95688
H          6.88168       -1.05637        2.21634
H          6.88162       -2.30322        0.96598
H          6.64647       -4.06838        2.72676
H          6.64704       -2.82202        3.97676
H          8.93910       -2.09205        3.23834
H          8.93578       -3.32606        1.99558
H          8.72408       -5.11164        3.75873
H          8.72425       -3.85445        5.01058
H         10.77947       -4.31734        3.10319
"
369,4-methylpyridine,Cc1ccncc1,-4.93,-3.343,"14

C          0.92641        0.03353       -0.02680
C          2.42422        0.05547       -0.04970
C          3.12769        1.26223       -0.05357
C          4.50709        1.22135       -0.19396
N          5.22572        0.08190       -0.24512
C          4.52978       -1.07409       -0.17088
C          3.14620       -1.13630       -0.10484
H          0.51132        1.04458        0.03662
H          0.56303       -0.53780        0.83264
H          0.55024       -0.42307       -0.94869
H          2.62021        2.21512        0.03571
H          5.08471        2.13809       -0.27893
H          5.13171       -1.97676       -0.16555
H          2.64630       -2.10017       -0.09591
"
370,"1,1,2,2-tetrachloroethylene",C(=C(Cl)Cl)(Cl)Cl,0.1,1.328,"6

C          1.04091       -0.06948       -0.06638
C          0.36880       -1.08577       -0.63414
Cl        -1.36749       -1.15471       -0.67265
Cl         1.16855       -2.43295       -1.38675
Cl         0.24116        1.27770        0.68623
Cl         2.77720       -0.00054       -0.02786
"
371,2-bromo-2-methyl-propane,CC(C)(C)Br,0.84,0.438,"14

C          1.02545        0.09005       -0.02450
C          2.55173        0.09068        0.01898
C          3.08099        1.35917        0.68400
C          3.08099       -1.15808        0.72033
Br         3.20893        0.06386       -1.83968
H          0.60705        0.10467        0.98797
H          0.63683       -0.80103       -0.53114
H          0.63683        0.96615       -0.55665
H          2.74313        1.42350        1.72423
H          2.73387        2.26089        0.16616
H          4.17693        1.38466        0.68905
H          2.74313       -1.19237        1.76198
H          4.17693       -1.18342        0.72611
H          2.73387       -2.07437        0.22872
"
372,"1,1-diphenylethene",C=C(c1ccccc1)c2ccccc2,-2.78,-2.47,"26

C          0.98512       -0.00023        0.09008
C          2.33848       -0.00365        0.12078
C          3.00374        1.08437       -0.63325
C          2.75043        2.42316       -0.30426
C          3.19070        3.45231       -1.13548
C          3.97484        3.15945       -2.24897
C          4.33871        1.83995       -2.51560
C          3.82967        0.80090       -1.73014
C          3.02669       -1.09705        0.84364
C          4.16001       -0.83294        1.62502
C          4.87179       -1.88097        2.21618
C          4.41564       -3.19289        2.09745
C          3.24749       -3.45989        1.38994
C          2.58520       -2.42525        0.73146
H          0.42791        0.74763       -0.46383
H          0.39361       -0.74523        0.60843
H          2.17693        2.66367        0.58786
H          2.90871        4.47884       -0.91908
H          4.30281        3.96003       -2.90675
H          4.99802        1.61905       -3.35144
H          4.05643       -0.22822       -1.99881
H          4.49748        0.18944        1.77910
H          5.78264       -1.67258        2.77155
H          4.96888       -4.00765        2.55590
H          2.85625       -4.47185        1.33589
H          1.71996       -2.66698        0.11825
"
373,1-ethyl-4-methyl-benzene,CCc1ccc(cc1)C,-0.95,-0.575,"21

C          1.00258        0.06906        0.08782
C          2.52713        0.08052        0.07442
C          3.04159        0.24431       -1.33249
C          3.17257        1.52380       -1.88841
C          3.43530        1.67288       -3.25086
C          3.63991        0.55374       -4.06055
C          3.63337       -0.72034       -3.47821
C          3.29693       -0.87364       -2.13176
C          3.81614        0.69957       -5.54228
H          0.62878       -0.04114        1.11001
H          0.60658       -0.75968       -0.51008
H          0.59333        0.99852       -0.32445
H          2.90924       -0.85096        0.50839
H          2.89969        0.89496        0.70626
H          3.02742        2.40758       -1.27411
H          3.44805        2.67340       -3.67890
H          3.84897       -1.59979       -4.07802
H          3.20357       -1.87697       -1.71984
H          3.72246        1.74572       -5.85284
H          3.03583        0.13416       -6.06392
H          4.79834        0.33438       -5.85317
"
374,3-methylpyridine,Cc1cccnc1,-4.77,-3.221,"14

C          0.97572       -0.10726       -0.00578
C          2.47083       -0.09825       -0.03100
C          3.19430        1.09138       -0.08943
C          4.58338        1.05263       -0.17006
C          5.19918       -0.18705       -0.23761
N          4.53843       -1.35817       -0.14201
C          3.19302       -1.28830       -0.01419
H          0.57210        0.90872       -0.07480
H          0.60635       -0.55826        0.91943
H          0.59063       -0.67077       -0.86255
H          2.68495        2.05209       -0.08113
H          5.16815        1.96325       -0.19226
H          6.27338       -0.26896       -0.37676
H          2.69854       -2.24762        0.10380
"
375,"1,1,1,2-tetramethoxyethane",COCC(OC)(OC)OC,-5.73,-5.436,"24

C          0.86017        0.13331        0.11851
O          2.26301        0.22442        0.27881
C          2.84903        1.31641       -0.45075
C          4.41639        1.26075       -0.38242
O          4.88912        1.12602        0.96660
C          4.46122        2.16318        1.83856
O          4.90790        0.18736       -1.20543
C          4.54246       -1.11540       -0.77877
O          4.90576        2.49263       -0.95605
C          6.33014        2.53829       -0.98735
H          0.54278       -0.83690        0.51292
H          0.57536        0.18617       -0.93574
H          0.36957        0.92283        0.69180
H          2.47482        2.25612       -0.02955
H          2.53192        1.27636       -1.50053
H          4.92179        1.99870        2.81460
H          3.37707        2.15020        1.97948
H          4.77876        3.14607        1.47500
H          5.09804       -1.83577       -1.38617
H          3.48449       -1.31347       -0.96257
H          4.79752       -1.28404        0.27016
H          6.63178        3.51022       -1.39031
H          6.74133        1.75990       -1.63612
H          6.75485        2.44893        0.01701
"
376,9H-fluorene,c1ccc-2c(c1)Cc3c2cccc3,-3.35,-4.269,"23

C         -3.44112        0.13180        0.00007
C         -2.99334       -1.20016        0.00100
C         -1.62694       -1.49697       -0.00165
C         -0.72367       -0.44694       -0.00183
C         -1.17901        0.88955       -0.00019
C         -2.53115        1.19209       -0.00077
C          0.00001        1.84356        0.00569
C          1.17908        0.88961        0.00058
C          0.72382       -0.44690       -0.00175
C          1.62715       -1.49688       -0.00233
C          2.99354       -1.19999       -0.00093
C          3.44123        0.13199        0.00035
C          2.53121        1.19222        0.00109
H         -4.50936        0.33645        0.00078
H         -3.71913       -2.01021        0.00427
H         -1.29084       -2.52793       -0.00243
H         -2.88015        2.21929       -0.00070
H         -0.00031        2.45087        0.91568
H          0.00030        2.46563       -0.89407
H          1.29111       -2.52787       -0.00302
H          3.71938       -2.01001       -0.00046
H          4.50947        0.33671        0.00152
H          2.88014        2.21944        0.00285
"
377,acetamide,CC(=O)N,-9.71,-8.82,"9

C          1.14721        0.00034        0.01761
C          2.64855       -0.02511       -0.01575
O          3.29537       -0.65648       -0.84330
N          3.26775        0.71050        0.94842
H          0.75869       -0.62012       -0.79564
H          0.78359        1.02231       -0.11888
H          0.78359       -0.40125        0.96723
H          2.77710        1.24580        1.65004
H          4.27994        0.71340        0.95221
"
378,dimethyl sulfate,COS(=O)(=O)OC,-5.1,-8.411,"13

C          1.04284        0.08020       -0.04386
O          2.45093        0.13246       -0.20953
S          2.93732        0.59812       -1.69238
O          2.52465       -0.42634       -2.62705
O          2.52426        1.97751       -1.87022
O          4.56481        0.58166       -1.63518
C          5.19794        0.96315       -2.84617
H          0.79814       -0.23965        0.97131
H          0.60788       -0.63330       -0.75119
H          0.60788        1.07032       -0.21441
H          6.28300        0.92587       -2.72782
H          4.90903        1.98431       -3.11522
H          4.90903        0.28069       -3.65199
"
379,"1,1,2,2-tetrachloroethane",C(C(Cl)Cl)(Cl)Cl,-2.37,-0.534,"8

C          0.93148        0.06414        0.00156
C          0.41000       -1.10324       -0.84974
Cl        -1.38505       -1.14902       -0.89318
Cl         0.97163       -0.99197       -2.55220
Cl         0.36985       -0.04713        1.70402
Cl         2.72653        0.10992        0.04500
H          0.59237        1.02876       -0.38885
H          0.74911       -2.06786       -0.45934
"
380,methyl cyclohexanecarboxylate,COC(=O)C1CCCCC1,-3.3,-4.376,"24

C          0.92961       -0.09598        0.10962
O          2.35567       -0.09752        0.14944
C          2.96717       -0.56794        1.26465
O          2.37240       -0.98315        2.25410
C          4.49668       -0.51481        1.14501
C          5.03586       -1.38361        0.00008
C          4.69566       -0.80304       -1.37057
C          5.17345        0.64333       -1.49307
C          4.69661        1.53544       -0.34536
C          5.02670        0.92017        1.01488
H          0.62705        0.29841       -0.86737
H          0.52786        0.56185        0.88345
H          0.54312       -1.11361        0.20133
H          4.88552       -0.93057        2.08526
H          4.65899       -2.40882        0.08000
H          6.13129       -1.44381        0.08256
H          3.61801       -0.85471       -1.54697
H          5.13998       -1.41765       -2.15968
H          4.83108        1.05764       -2.44672
H          6.26966        0.64879       -1.50962
H          3.61930        1.70580       -0.42875
H          5.14760        2.52977       -0.42843
H          4.63587        1.54991        1.82172
H          6.12066        0.90853        1.12860
"
381,1-bromohexane,CCCCCCBr,0.18,1.076,"20

C          0.91172        0.05062       -0.04328
C          2.43123        0.06595       -0.03917
C          2.96502        1.44834        0.33160
C          4.49253        1.46621        0.33640
C          5.02612        2.84953        0.70742
C          6.54450        2.85493        0.70887
Br         7.19796        4.62468        1.18353
H          0.54277       -0.94464       -0.31022
H          0.51611        0.76746       -0.76950
H          0.51611        0.30783        0.94419
H          2.79909       -0.22292       -1.03032
H          2.79909       -0.68014        0.67440
H          2.59057        1.73407        1.32182
H          2.59057        2.19125       -0.38272
H          4.86700        1.18073       -0.65396
H          4.86700        0.72345        1.05097
H          4.64683        3.13684        1.69600
H          4.64683        3.59299       -0.00471
H          6.95378        2.62260       -0.27800
H          6.95378        2.15993        1.44701
"
